dataset,image_id,model,generated_caption,reference_captions,question,answers
coco,256518,blip2,a plate of food on a plate,"['A breakfast plate with toast, vegetables, eggs and meat.', 'A plate full of different types of foods. ', 'a plate with toast, eggs, corn and some meat next to some coffee', 'A plate filled with eggs, corn, toast and coffee', 'A white plate topped with food next to a cup of coffee.']",,
coco,162415,blip2,a little girl is holding a baseball glove,"['A girl smiles while holding a baseball glove.', 'a little girl wearing a base ball glove', 'A girl who is wearing a baseball glove.', 'A YOUNG GIRL PRACTICING BALL IS HOLDING HER MIT', 'The girl with the baseball mitt is smiling. ']",,
coco,215245,blip2,a group of zebras in a grassy field,"[""A group of zebra's playing and grazing in a field."", 'A grassy field with various zebras standing next to each other.', 'A large group of zebra standing in the grass.', 'A large group of zebras graze in the grasslands of africa', 'a bunch of zebras out in a grassy field']",,
coco,189475,blip2,a young boy is sitting at a table in a restaurant,"['some people seated at a table with plates of food ', 'A woman with her hand over her glass while sitting at a dinner table.', 'A group of people sitting at a table.', 'A woman and child sitting at table with food and drinks.', 'A family dines at a packed sushi bar and buffet']",,
coco,343706,blip2,a woman holds a cell phone in her hand,"['A woman holding her cell phone tucked in a wool cover.', 'A cell phone fits snugly in a crocheted phone case.', 'A woman has crocheted case for her iPhone. ', ""A woman's hand holding a crocheted iPhone cover."", 'It is winter, and this young woman wearing her cold weaterh coat also has her Smartphone in a handknitted sleeve.']",,
coco,165039,blip2,a city bus traveling down a city street,"['A bus driving in a city area with traffic signs.', 'The bus is pulling off to the side of the road.', 'Bus coming down the street from the intersection', 'a public transit bus on a city street', 'A bus pulls over to the curb close to an intersection.']",,
coco,161861,blip2,a woman holds a tennis racket,"['A woman standing on a tennis court holding a racquet.', 'A female tennis player is posed and ready for the ball to come.', 'THERE IS A WOMAN THAT IS HOLDNG A TENNIS RACKET ', 'A young woman playing tennis on a grass tennis court.', 'A woman tennis player getting ready to be served the ball.']",,
coco,67180,blip2,a woman sits on a wooden bench,"['A woman sitting on a wooden bench on a wall.', 'A woman is sitting on an old wooden bench.', 'This woman is sitting on a bench and looking in the right direction.', 'A woman in grey shirt and hat sitting on a wooden bench.', 'A woman sitting on a wooden bench next to a rock wall.']",,
coco,497568,blip2,a plane sits on a runway,"['A commercial plane being serviced by two people.', 'A large white airplane parked in a stationary position.', 'An airplane sits on a runway in a airport', 'An Alaska Air Lines passenger jet at an airport terminal.', 'a very large airplane that is on a runway']",,
coco,162092,blip2,a group of people eating a cake,"['The woman is eating a piece of cake.', 'A lady is posing for the camera while many others look on. ', 'Woman with plated food near crowd of people.', 'There are many people who are gathered at a get together or a party', 'A woman holding a plastic utensil passing out a piece of cake.']",,
coco,284762,blip2,a traffic light with a stop sign on it,"['A traffic light sitting next to a street sign.', 'A red arrow light at a city street intersection', 'A signal light glows red by the street sign. ', 'A traffic light near a street sign is red.', 'Stop light in a city next to a street sign on during the day. ']",,
coco,164602,blip2,a man and woman are taking a selfie in a mirror,"['A man and a woman standing in front of a mirror.', 'A guy and a girl looking into the bathroom mirror taking a selfie photo with toothbrushes in their mouths.', 'A guy and a pretty girl taking a picture in the mirror.', 'A couple taking a photo of themselves cleaning their teeth', 'A man and woman brushing their teeth and taking a selfie photo with a camera in a bathroom mirror.']",,
coco,64495,blip2,a parking meter with a sign on it,"['A parking meeter next to a wall that reads ""tie.""', 'an image of a parking lot meter on the street', 'A parking meter next to a parking lot', 'A road sign sitting in front so a billboard.', 'a double parking meter in front of a building ']",,
coco,485802,blip2,a plane flying through a cloudy sky,"['An airplane leaving a trail in the sky.', 'A plane flying straight up and high in the sky leaves a tail of smoke.', 'An airplane leaves a contrail in the air.', 'A plane accelerating through the sky leaving a tail. ', 'A plane flying in the sky with a trail of white smoke behind it.']",,
coco,158945,blip2,a man sits on the back of an elephant,"['A PICTURE OF A ELEPHANT WITH A CART ON ITS BACK ', 'A gray elephant walking past a person standing on a wooden structure.', 'Seats placed on top of an elephant that is standing outside. ', ""An elephant walking with a harness on it's back where people are able to sit."", 'An elephant with a chair on top of it and a man standing on a balcony. ']",,
coco,54628,blip2,a three-tiered wedding cake on a table,"['Ornate wedding cake ready at the hotel reception', 'A tall multi layer cake sitting on top of a blue table cloth.', 'A wedding cake with flowers in a banquet hall.', 'Nicely decorated three tier wedding cake with topper.', 'A very ornate, three layered wedding cake in a banquet room.']",,
coco,301421,blip2,a computer monitor sits on a desk,"['Computer desk setup with monitor, wireless keyboard, and other electronic devices. ', 'a glass topped desk with a computer and speakers', 'A powered on computer monitor sitting on a office desk.', 'A computer is sitting on a home office work desk.', 'A computer is sitting on a computer desk']",,
coco,36678,blip2,a boat sails down a river,"['The Big Ben clock tower towering over the city of London.', 'Old English castle sitting on side of river.', 'The Thames river near Westminster on a cloudy evening.', 'A large cathedral and clocktower building sits in front of an ocean with ferry and sailboats riding past.', 'A scenic river view with the a palace in the background.']",,
coco,404484,blip2,a woman is playing with her dog in a living room,"['A woman bending over in a living room to pet her dog.', 'Lady in her living room playing with the dog.', 'A female plays with her dog in the living room', 'A woman and dog in a living room with the tv on.', 'A woman in a living room with a dog. ']",,
coco,291634,blip2,a row of motorcycles parked on a street,"['One bicycle is parked next to many motorcycles.', 'A row of motorcycles next to a bicycle.', 'A group of bikes and motorcycles parked on a city street.', 'Bicycles and scooters lined up along the sidewalk in a quaint town.', 'Bicycles lined up on the side of the road.']",,
coco,549220,blip2,a dog is riding a skateboard,"['A dog on a leash trying to ride a skateboard.', 'A small dog standing on top of a skateboard.', 'A very cute dog standing on a skate board.', 'a dog that is sitting on a skate board', 'a close up of a dog riding a skate board ']",,
coco,309938,blip2,a dog is sitting on top of a pile of books,"['The brown fuzzy dog has round blue eyes.', 'there is a little dog sitting on some books.', 'The puppy is sitting on the books in ront of the cubbyholes', 'A small brown dog laying on top of a couch.', 'A dog sits near books with a shirt on.']",,
coco,26564,blip2,"a desk with a monitor, keyboard and mouse","['An office desk with a row of books and a desktop computer and laptop computer on the desk.', 'A desktop computer next to a laptop computer.', 'a desk with a laptop some keyboards and some books', 'There is a desktop computer and a laptop sitting on an organize desk in an office .', 'A office desk with a monitor, laptop, and books. ']",,
coco,559547,blip2,three baseball players posing for a photograph,"['Men stand in uniforms, expressionless, in an historic photo.', 'A group of vintage men with baseball attire on them', 'Three vintage baseball players posing together in uniform.', 'An old time photo of three baseball players.', 'a black and white photo of three people standing ']",,
coco,58636,blip2,a street sign on a pole,"['A large wooden pole with a green street sign hanging from it.', 'street signs on the corner of Gladys and Detroit', 'The signs give the street names and show where to park.', 'A wooden utility pole sports several street signs.', 'The street signs for Gladys and Detroit streets are attached to a wooden pole.']",,
coco,80671,blip2,a child is skiing down a snowy slope,"['A person is trying to ski down a snowy slope.', 'The woman is learning how to ski on the snow.', 'A child is bent over on skis in the snow.', 'someone that has some skiies on in the snow', 'A woman touching her skis going down a ski hill.']",,
coco,3934,blip2,a little girl is playing with a game controller,"['A young girl in the foreground and a woman in a bridal dress and other adults in the background. ', 'A young girl holding a controller playing a video game.', 'A young girl playing a video game while others talk.', 'A little girl holding a white Nintendo Wii game controller.', 'A blurry photo of a girl concentrating next to what seems like party goers.']",,
coco,39477,blip2,a living room with a tv and a couch,"['Someones living room with a sewing machine and plants. ', 'A cozy living room with small potted plants and a flat screen.', 'Room with sofa, sewing machine, and potted plants.', 'A beach towel covers a TV across from plants on the wall and in front of the window.', 'A small room with a futon couch, a sewing machine on a table, and a flatscreen TV.']",,
coco,192670,blip2,a baseball player swings his bat in a baseball game,"['A little league baseball player hits a ball.', 'A young boys is hitting a baseball while another young boy is playing catcher.', 'A male child swinging his bat at a ball, another child behind him as the catcher. ', 'A boy swinging a bat with a catcher in place behind the batter.', 'A player swings at a baseball while the catcher is ready to catch the ball.']",,
coco,374545,blip2,a group of people in a park,"['A flag is flying in a green grassy area.', 'A park setting on a sunny day with an American flag.', 'A flag pole with a large bird flying over it in a park.', 'A raised United States of America flag on a pole', 'A grassy field with pink flowers and a flag in the middle']",,
coco,326174,blip2,a group of people with surfboards on the beach,"['A group of people are taking surfing lessons.', 'A group of men, women and children walking toward the water with surfboards.', 'A mixed age group is going toward the ocean with surfboards.', 'A group of surfers are carrying their surf boards into the ocean.', 'Several people are getting ready to enter the water for surfing.']",,
coco,75393,blip2,a collection of wooden utensils in a display case,"['A table topped with wooden combs and plastic display cases.', 'A display case of three different wooden combs.', 'Carefully sculpted pieces of wood in a display case.', 'Some wooden objects and beads in a display case.', 'some large wooden forks and other items on display']",,
coco,146831,blip2,a skateboarder doing tricks on a ramp,"['A person is riding a skateboard on a curved ramp.', 'A skateboarded is going up a jump with their skateboard.', 'The kid is on a skateboard and on a ramp. ', 'a person that is standing on a skateboard', 'Someone riding a skateboard is going up the ramp.']",,
coco,32081,blip2,a woman playing tennis on a tennis court,"['A woman holding a tennis racquet on a tennis court.', 'A woman on the tennis court playing tennis', 'there is a female tennis p;ayer that is about to serve the ball', 'A woman in a skirt preparing to hit a ball while playing tennis.', 'A woman swings her tennis racket while reaching upward.']",,
coco,492282,blip2,a group of people riding horses down a road,"['A man who is riding a horse down a brick street.', 'A couple of people who are on the back of a horse.', 'Oman and group of people on horseback moving down cement path', 'A group of people ride horses on a sidewalk adjacent to trees. ', 'People are riding horses next to the trees.']",,
coco,430073,blip2,a group of people standing in a street,"['a cow walking on a city street near people ', 'A large, white cow walking through the streets of a small town', 'In the Asian market, one can find residents, tourists, and domestic animals. ', 'A white bull walks along the sidewalk near people.', 'an ox standing in a busy town area with people going about their normal business']",,
coco,228214,blip2,a man in a military uniform holds a cell phone,"['A Marine that is looking at his cell phone.', 'A marine in uniform using a smart phone.', 'A full dressed marine is looking at his cell phone.', 'A man in uniform is looking at his phone.', 'A service man is looking at his cel phone.']",,
coco,509260,blip2,a tv in a living room,"['A old television set is displaying an old computer game in front of two bookshelves.', 'a small television in front of a bookshelf', 'A t.v. with bunny ears in front of a book shelf', 'some books shelves a television and a table', 'A game is displayed on a television in a living room.']",,
coco,73946,blip2,a man holds a surfboard in his hands,"['A couple of men standing on either side of a surfboard.', 'some men are looking at a design of a shark', 'Two men fake biting a surfboard for a picture.', 'Two men biting a surfboard with a shark on it. ', 'TWO MEN IMITATING A SHARK PICTURE ON A SURFBOARD']",,
coco,269314,blip2,a cat perched on a banana tree,"['A cat sitting on top of a banana tree.', 'a cat is way up in a tree', 'A small cat sitting in the top of a banana tree.', 'A cat sitting in a tree, staring at the camera.', 'A cat resting in the top of a palm tree on a clear day.']",,
coco,277005,blip2,a city street with a train station and a bus stop,"['A young man walking across a street at a crosswalk.', 'Several people walk out of a bus onto the street. ', 'A man crossing the street near a bus stop', 'Several people are leaving a bus station with a bus next to it as a person rides by on a bicycle', 'A man crossing the street in front of a bus stop.']",,
coco,157098,blip2,a group of giraffes in a zoo,"['Three giraffes standing up in a field eating leaves off of trees.', 'Two giraffes make contact while a third eats from a tree.', 'Three giraffes are in an enclosure with heads in the air.', ""Three giraffe's in a green grassy tree filled area."", 'Three giraffes on a green field with sand, rocks and trees']",,
coco,61333,blip2,a cat sits on a blanket on a bed,"['A orange and white cat sleeping on top of a blanket on a bed.', 'an image of a cat sitting on the bed with a blanket', 'The caramel-colored kitten is  lying on the small blanket on top of the unmade bed.', 'A yellow cat is sitting on a green blanket.', 'Orange and white cat lying in front of bookcase.']",,
coco,420840,blip2,a little girl is eating a piece of cake,"['A female toddler who just finished eating with a bow in her hair', 'A young toddler with food on her face sticking out her tongue. ', 'A little girl sitting at a table with food on her face', 'An adorable baby girl sitting at a table with food on her face.', 'A baby with food on her face and her tongue sticking out.']",,
coco,389933,blip2,a dog is sitting on a couch,"['A dog sitting on a couch with its head cocked to the side.', 'A brown dog looking sad while laying on a couch. ', 'The dog is laying down on the couch in the room.', 'A dog is looking at the camera sadly.', 'An orange dog sitting on a couch or chair, looking at the camera.']",,
coco,309173,blip2,a stop sign on a pole,"['there is a red stop sign on this street', 'A stop sign in the middle of a city.', 'A stop sign on a pole on a street corner.', 'Red stop sign sitting on a pole in the middle of city street. ', 'A red and white traffic sign attached to a pole in a city.']",,
coco,460347,blip2,a bus is driving down a highway,"['A bus traveling on a freeway next to other traffic.', 'A bus and other cars driving down a multi-laned street .', 'A white bus driving on a four lane road.', 'City bus next to traffic cones in the far right lane of a busy freeway.', 'A white with red striped bus drives down the slow lane on a freeway surrounded by several other cars.']",,
coco,132703,blip2,a skateboarder performs a trick on a railing,"['A man who is performing a trick on a skateboard.', 'A guy skateboarding on the bars of stairs.', 'A man riding a skateboard down a metal hand rail.', 'A guy doing tricks on his kate board', 'a man that is on a skateboard on a rail']",,
coco,433204,blip2,a group of people riding motorcycles on a road,"['a person riding a motorcycle on a city road with a sky background', 'A man on a motor bike riding down the street.', 'A couple of people that are riding their motorcycle.', 'A man riding a motorcycle down a small paved road.', 'A person on a motorcycle traveling on a street near a group.']",,
coco,17115,blip2,a pair of zebras standing side by side,"['Two zebras are standing together next to the fence.', 'The back end view of two zebras standing at a fence.', 'A couple of zebra standing next to each other on a field.', 'A rear view of two zebras with their heads up against a fence.', 'Two zebras that are standing in the grass.']",,
coco,533145,blip2,a person holding a remote control,"['A hand holding a Nintendo Wii game controller.', 'Someone holding a Wii remote towards a TV.', 'a person pointing a wii controller at a computer screen', 'A video game controller being pointed at a television.', 'A person holding a wii controller for video game.']",,
coco,451144,blip2,a group of skiers on a snowy slope,"['a couple of people on skis sit on top of a snowy hill ', 'Two skiers taking in the view of the mountain range on a cloudy day. ', 'The two people stand on the snow in skis. ', 'Two men are standing atop a snowy hill top.', 'Two skiers looking out at the view from a high cliff ']",,
coco,530457,blip2,a vase with flowers in it,"['A vase filled with red and orange flowers.', 'A clear vase holding drooping orange and red flowers.', 'PIcked peach flowers sit in a vase with water.', 'Some pretty flowers sitting on a hearth next to a fireplace. ', 'The flowers in the clear glass vase are starting to wilt.']",,
coco,180560,blip2,a woman eats a birthday cake with candles,"['Two women in a room with one of them holding a cake.', 'A lady holding a cake with candles on it while a lady near her is making gestures with her fingers.', 'One woman carrying a cake with candles and another woman in the background.', '2 women, one holding a cake, the other holding up her index finger', 'a person holding a small cake with candles']",,
coco,4495,blip2,a living room with a tv and a couch,"['A living room with a couch and chair.', 'A television, couch and chair in the corner of a room.', 'A very simple living area with a chair, sofa and TV.', 'A corner of a living room with a TV in it.', 'a room with a tv and some different types of couches']",,
coco,337055,blip2,a woman sits on a train track,"['a woman with a tattoo is sitting on the train tracks', 'A womman sitting on railroad tracks with a suitcase beside her.', 'A woman wearing a skirt shows off her tatttoos', 'There is a woman sitting on the railroad tracks.', 'A woman is sitting with a suitcase on some train tracks.']",,
coco,17178,blip2,a group of horses are walking down a road,"['Horses communing with each other on a shady street.', 'A few horses stand on the street next to a silver car.', 'a couple of horses standing in front of a car ', 'A silver sports car is parked beside horse droppings left by a group of horses.', 'horses stand around on a neighborhood street in front of a car']",,
coco,541664,blip2,a picture of a lego keyboard on a laptop computer,"['A laptop computer sitting on top of a lego desk.', 'A group of lego figures standing on a and near a laptop.', 'A laptop sitting on plastic blocks with some toy people.', 'Leggo people positioned near and on a keyboard.', 'a number of lego toys near a laptop']",,
coco,39551,blip2,a woman is playing a game of tennis,"['A woman that is standing on a tennis court with a racquet.', 'The tennis player wearing a purple outfit is about to hit the tennis ball. ', 'A lady wearing red playing tennis on a blue and green court.', 'A female tennis player prepares to swing at a tennis ball.', 'A female tennis player with ball in front of her, racket drawn back.']",,
coco,350122,blip2,a group of people waiting for a train,"['A busy bus station with ramp going downstairs.', 'A woman walking a bike down a walkway in a  train station.', 'Adult with bicycle on ramp of commuter railway platform.', 'Many people are waiting for a bus at the bus terminal.', 'A bunch of people in a building doing different things']",,
coco,292488,blip2,a woman takes a picture with a cell phone,"['Person in a parka taking pictures with a mobile phone camera.', 'A person in a parka looking at a phone.', 'A person wearing a heavy coat while holding up a cell phone.', 'A woman in a jacket with a hood looking at a cell phone .', 'A person I. A hood jacket capturing a photo using a flip phone ']",,
coco,475484,blip2,a parking meter on a street in a city,"['There is a bright yellow parking meter on a red sidewalk', 'Something that looks like a parking meter painted yellow on a sidewalk.', 'A parking meter is decorated with a house.', 'A yellow parking meter on the side of the street.', 'A photograph of a highly decorated parking meter.']",,
coco,267537,blip2,a group of people sitting on a bench with umbrellas,"['A black and white scene with two couples under umbrellas and rain jackets sitting at a stadium.', 'Black and white photograph of group sitting under umbrellas.', 'People sitting under umbrellas on bleachers with other spectators.', 'A group of people with a umbrella. ', 'A group of young women sitting next to each other under an umbrella.']",,
coco,64523,blip2,a group of girls playing tennis on a tennis court,"['A black and white photograph of a female tennis club.', 'An all female tennis team taking a group photo on a tennis court', 'A group of pretty young ladies standing on a tennis court.', 'A team of girl tennis players gather together at the net for a group picture.', 'Eleven girls in tennis outfits pose for a picture with their racquets on a tennis court.']",,
coco,78404,blip2,three women sitting on a bench,"['Three women sitting on a park bench next to each other.', 'A group of women sitting on a full bench.', '3 ladies sitting together on a bench in the park. ', 'A group of women sitting on a park bench', ""The bench's maximum weight capacity may be strained.""]",,
coco,185292,blip2,a person is riding a wave on a surfboard,"['A man riding a wave on top of a surfboard.', 'a person is on a surfboard in the water', 'A person riding a surfboard in the water.', 'A surfer looks tiny while surfing in the ocean.', 'a person riding a surf board on a body of water ']",,
coco,410934,blip2,a bunch of broccoli plants growing in a garden,"['A broccoli plant has very large leaves. ', ""A broccoli plant growing in a garden is dwarfed by it's leaves."", 'Several green leaves grouped together as a plant. ', 'A bunch of green leaves on a broccoli plant.', 'A small broccoli plant is shown growing among pine needles.']",,
coco,213605,blip2,a city street scene with a bus traveling down a street,"['A bus parked next to a white building with red trimming. ', 'a bus sits parked next to a building ', 'A city bus stopped by the side of the road for passengers', 'A congested road where different vehicles are running.', 'Van drives by a bus sitting at the curb']",,
coco,459467,blip2,a plane on a runway,"['A small wheeled airplane on an open runway.', 'A small airplane is about to take off on the runway.', 'A small, single person aircraft sits on the runway.', 'A black plane taking off from an airport runway.', 'A grey and black plane on a runway with trees in the background.']",,
coco,526751,blip2,a boat sits on the shore,"['A boat sitting on top of a beach next to a body of water.', 'A boat is sitting in the sand near the water.', 'A boat out of the water on the shore with other boats in the background.', 'A small boat is beached on the shore.', 'A boat stowed up on the beaches on sand.']",,
coco,453634,blip2,a toilet in a bathroom,"[""A bathroom with a toilette with it's seat down."", 'A bathroom with a sink and a toilet', 'A fancy bathroom with a clean toilet and piping.', 'a bathroom with a toilet a sink and a shower', 'A bathroom scene with focus on the toilet.']",,
coco,569030,blip2,a fire hydrant in a city street,"['A woman is standing at a crosswalk at a traffic intersection.', 'Girl sitting on a bench next to a fire hydrant that is being used.', 'A city crosswalk has a leaky fire hydrant on the street.', 'a hose hooked up to a fire hydrant on a busy street', 'A fire hydrant in a city has a hose attached. ']",,
coco,474021,blip2,a man is playing a video game,"['A couple of guys playing on the nintendo wii at a gathering. ', 'A group of guys are playing a game with the controllers.', 'Two men are standing while playing a video game.', 'Two men playing an interactive video game in a room with friends.', ' Playing Wii with the nunchuk never looked so good.']",,
coco,286553,blip2,a man and a woman sitting at a table,"['A copse of men sitting next to each other at a table.', 'two people sitting at a table posing for a photo', 'Two people sitting at a table with two pizzas.', 'A man and woman posing for a photo with pizza on the table they are sitting at.', 'a couple sitting at a table with a couple of pizzas ']",,
coco,410428,blip2,a group of sheep standing in a field,"['A herd of sheep are grazing in a green field.', 'Sheep are on a grassy field and one of them is a white and black baby.', 'The small herd of sheep are grazing on the grassy field. ', 'a group of sheep on a big grassy field full of sheep', 'Curious sheep on a large, well used pasture.']",,
coco,140556,blip2,a group of construction workers standing around a fire hydrant,"['these man are standing near a fire hydrant', 'A orange fire hydrant with a couple of men standing around it.', 'A group of men standing near a fire hydrant.', 'A group of men standing around a yellow fire hydrant.', 'some guys in green jackets standing around a fire hydrant ']",,
coco,63740,blip2,a desk with a laptop and a monitor,"['Two computers sitting on top of a desk.', 'A laptop computer and a desktop computer on a white desk', 'A desktop with two computers and fruit on it.', 'A lap top computer next to a computer monitor sitting on top of a desk.', 'a laptop computer a keyboard and two monitors']",,
coco,561465,blip2,a plate of food on a table,"['Donuts in a box and a type of meat on a plate.', 'The table has meat and donuts sitting on it.', 'A close up picture of a table with some good food on it.', 'A box of doughnuts and some food on a plate.', 'Food on plates and a box of doughnuts. ']",,
coco,262440,blip2,a bathroom with a toilet and sink,"['A bathroom with a toilet, sink, bath tub, and a small cabinet.', 'a bath room with a bath tub a toilet and a sink', 'A bathroom with lighting and a toilet and other things.', 'A large whirlpool tub in the corner of a tiled bathroom', 'A white bathroom with all of the necessities.']",,
coco,263474,blip2,a white toilet seat with a colorful seat cover,"['A bathroom area with a toilet, trashcan and dresser.', 'A bathroom toilet seat lid is highly decorated.', 'The toilet seat cover is made up of many colors.', 'A toilet decorated with a colorful quilted top.', 'An ordinary bathroom with a toilet and trash bin.']",,
coco,533958,blip2,a plate of food on a plate,"['A white plate topped with a fried egg next to a salad.', 'A plate with a green salad and an egg', 'A plate with an assortment of food including an egg and salad', 'Picture of a plate with a fried egg and a salad.', 'A plate of food with a fried egg and colorful vegetables.']",,
coco,502737,blip2,a man is holding a chocolate doughnut,"['A person holding up a chocolate doughnut with a face drawn on it.', 'A man holding up what appears to be a chocolate desert.', 'A person holding up a tasty looking treat.', ""A person holding a cookie with icing that has one of it's arms bitten off."", 'A person holds an oddly shaped cookie in front of the camera.']",,
coco,465718,blip2,a desk with two monitors and a keyboard,"['A computer desk topped with two monitors and a laptop.', 'a table with so many screen and a keyboard', 'A desk has two computer monitors, a keyboard, and a laptop that is all connected.', 'A computer desk with two monitors and a laptop.', 'A desk with a laptop, two monitors, two speakers, a keyboard, a mouse and a cell phone on it. ']",,
coco,14888,blip2,a cow is being milked by a machine,"['A cow getting relief as it is being milked.\n', 'A cow is being milked by a machine.', 'A dairy cow suffering in confinement hooked up to a milking machine.', 'A dairy cow is being milked by machine..', 'Small cow sitting on a milking machine in a dirty area.']",,
coco,24027,blip2,a man is flying a kite,"['A kite flying over a city park on a windy day.', 'an unusually shaped kite and a very colorful one', 'A colorful object is flying through the blue sky', 'A colorful kite flying through a cloudy blue sky.', 'a large kite that is being flown in the sky']",,
coco,521052,blip2,a black and white image of a truck on a street,"['A decorated truck is parked at a curb near a building.', 'A delivery box truck with a painting going around it.', 'a brightly painted truck on a city street', 'A black and red truck with artwork is parked near a sidewalk on a street.', 'This is a picture of a interesting mural on a truck.']",,
coco,279541,blip2,a pizza is being made in a restaurant,"['a bunch of pizzas are on display under a case', 'A display of different pizzas in a restaurant. ', 'A buffet with many pizzas lined up behind glass.', 'Several different kinds of pizzas displayed on a buffet line.', 'A buffet display case filled with lots of pizzas on pans.']",,
coco,366141,blip2,a cat sits on a couch in a living room,"['a cat laying on top of a chair in the living room ', 'a living room with a couch and large television', 'A room with a couch, chair, table and television in it. ', 'A living room with a chair, couch, and a TV', 'Cat sitting on recliner back in room facing the television']",,
coco,293625,blip2,a woman is playing a video game,"['The women are playing a video game together.', 'Two girls are playing the Wii game system together.', 'Two women in glasses using Nintendo wii remote controllers.', 'Two friends are sitting on the couch, enjoying a game played on the wii.', 'Young women holding remote game controls while playing.']",,
